sentence	label
what european country boasts the city of furth found where the rivers rednitz and pegnitz 	4
who led the normans to victory in the battle of hastings 	3
what are the words to `` my way '' written by paul anka 	0
what is the poetic meter of blank verse 	0
what 's the name of the tiger that advertises for frosted flakes cereal 	1
who invented baseball 	3
what spanish artist painted crucifixion 	3
what is the abbreviated expression for the national bureau of investigation 	2
what mountain range is traversed by the highest railroad in the world 	4
what is the smallest thing seen under the most powerful microscope and how big is 	1
why do n't you guys have some sort of contest where you ask a question 	0
where is the biggest bell 	4
what 1942 espionage movie reunited director john huston with maltese falconers humphrey bogart mary astor 	1
who played the part of the godfather in the movie ` the godfather ' 	3
aspartame is also called what 	1
what 1956 grace metalious novel was on the best seller list for two years 	1
what is the longest word in the english language 	1
how many hands does bjorn borg use when hitting his forehand 	5
why do men snore 	0
what does the peugeot company manufacture 	1
who is shirley maclaine 	3
what are the largest breweries in the world 	4
how fast must a spacecraft travel to escape earth 's gravity 	5
what city was martin luther king jr assassinated in 	4
what percent of world 's fresh water is found in canada 	5
what qualifications are there for individuals donating blood 	0
what album put the beatles on the cover of time in 1967 	1
what did the only repealed amendment to the u s constitution deal with 	0
what is the size of the student body at the university of massachusetts in amherst 	5
what is dsl 	2
what did fcc chairman newton minow declare tv to be on may 9 1961 	0
how did the great depression affect japan 's history 	0
how is saline used in medicine 	0
where did the 6th annual meeting of indonesia malaysia forest experts take place 	4
what document did president andrew johnson want a copy of placed under his head upon 	1
what does the georgetown `` hoya '' mean 	0
how can i easily remove red wine stains from t shirts 	0
who invented volleyball 	3
who developed the first polio vaccine 	3
what journalist can be found in and around walden puddle 	3
what english word comes from the old french covrefeu meaning cover fire 	1
how can i search for a word within my own webpage 	0
what causes someone to be ticklish 	0
what kind of flowers does detective nero wolfe raise 	1
where did the japanese imperial forces surrender to end wwii 	4
when were camcorders introduced in malaysia 	5
where did ty cobb grow up 	4
what color were ernest hemingway 's eyes 	1
where does your hair grow the fastest 	1
what is so powerful about power bars 	0
what business exports the sparkling wine spumante 	3
what exactly is the purpose of the anteater 	0
which sex is twice as likely to contract leprosy 	1
how high must a mountain be to be called a mountain 	5
where is hearst castle built by publisher william randolph hearst 	4
who created the comic strip `` garfield '' 	3
what is her profession 	3
what makes popcorn pop 	0
who was the founding member of the pink floyd band 	3
how do you get a broken cork out of a bottle 	0
what is the full classification of a lady bug 	1
what is hydroelectricity 	0
who is colin powell 	3
what is the abbreviation for micro 	2
what is the most common name 	3
what does the name jenna mean 	0
who 's the twin brother of the greek goddess artemis 	3
what overalls are named for dungri a suburb of bombay 	1
what did benny carter play 	1
what was the name of hitler 's unsuccessful attempt to overthrow the bavarian government in 	1
where did the inuits live 	4
what sign is the best love match for a horoscope sign 	1
what does the abbreviation cwt 	2
how is the word ` qigong ' pronounced 	0
which king signed the magna carta 	3
what was marilyn monroe 's real name 	3
how many yards are in 1 mile 	5
what is the meaning of `` cpr '' 	0
when it 's time to relax what one beer stands clear 	1
what does shield stand for 	2
what caused an adjournment of the 25th anniversary session of the united nations general assembly 	0
who are the top ten richest people in the world 	3
what terrorist group was headed by donald defreeze 	3
how do i change a file from an art file to a jpeg or bitmap 	0
when was the bar code invented 	5
what is the temperature today 	5
what does the word `` opera '' mean 	0
who wrote ` hamlet ' 	3
what does nicholas cage do for a living 	3
what was the man 's name who was killed in a duel with aaron burr 	3
what is a fear of color 	1
what baseball expression came from the nautical term for ships sailing between the atlantic and 	0
who used auh2o as an election slogan 	3
how do boats float 	0
where can i find pictorial directions on how to build a very simple treehouse 	4
what is the internet2 	0
how did the jack o ' lantern get it 's name 	0
who does data collection in tourism 	3
what were hairy bank notes in the fur trade 	1
what piece of jewelry is pictured on monopoly 's luxury tax space 	1
what were the names of the three ships used by columbus 	1
how long do hermit crabs live 	5
name a sioux language 	1
what united states city produces the most oil 	4
how do i e mail someone at aol com from yahoo com 	0
who said `` what contemptible scoundrel stole the cork from my lunch '' 	3
how does one correctly pronounce ` qigong ' 	0
what is he doing now 	0
in what city does maurizio pellegrin now live 	4
how do i impress a guy 	0
when reading classified ads what does eenty other stand for 	2
what does robert mean 	0
how long do you have to pay back debt after claiming chapter 11 bankruptcy 	5
what does a man suffering from diphallic terata have 	1
what rabbit got its name because its ears resembled those of a jackass 	1
who is considered the first lady of the american stage 	3
what are the snakes of new england 	1
what is the difference between love and infatuation 	0
what character in the beverly hillbillies has the given names daisy moses 	3
what english playwright penned `` where the bee sucks so shall i '' 	3
what is an example of an actual case of using the fourteenth amendment 	0
why was muhammad ali stripped of his title and barred from boxing in 1967 	0
how old is singer freedy johnston 	5
how much did lucy van pelt originally charge for psychiatric sessions 	5
who is reputed to be the greatest maker of violins 	3
the name of the actor who played the detective in the film kindergarden cop is 	3
what is doegs 	0
what does a tarantula eat 	1
what 's the longest river in canada 	4
what disease is transmitted by the anopheles mosquito 	1
what is the definition of spamming 	0
what tv comediennes 's characters include former movie star nora desmond secretary mrs wiggins and 	3
where can i find an ask an expert site 	4
what phenomenon would you expect to read about in the monthly publication the bigfoot news 	1
who invented `` the muppets '' 	3
how do you stop junk snail mail 	0
what is the address of the famous mexican star `` thalia '' 	4
what problems contributed to the high failure rate of plains farmers in the 1800s 	0
on which flight did fawaz younis commit air piracy and hostage taking 	1
how do i find a snowboarding website 	0
what is the estimated total u s whitetail deer population 	5
when did swimming become commonplace 	5
what attorney general ordered the closing of alcatraz 	3
what is the highest number of home runs on record for any one game 	5
where on the internet can i get information about the fifth amendment on the american 	4
where can i find a website that gives comparisons of good prices 	4
what daily newspaper will `` help you see clearer across the usa '' 	1
what meter did shakespeare use in writing `` to be or not to be that 	1
what is the origin of the word nevermind 	0
who declared `` i think i 'll go out and milk the elk '' 	3
mccarren airport is located in what city 	4
what are the benefits of home school 	0
where do chihuahuas come from 	0
how much caffeine is in a 16 oz cup of coffee 	5
what 's the name of the star of the cooking show `` galloping gourmet '' 	3
what brand number graces the black label of a bottle of jack daniel 's 	5
what articles of clothing are tokens in monopoly 	1
when is the jimmy buffett concert coming to the e center in camden nj 	5
how does general mills manufacture cheerios 	0
what is the latitude and longitude of el paso texas 	5
what is grenada 's main commodity export 	1
who made the musical plea be true to your school 	3
who did bobby fischer beat to win the world chess championship 	3
what is the literal meaning of `` d day '' 	0
what does the e stand for in the equation e mc2 	2
what is digitalis 	0
what is widely used to detect birth defects 	1
what is the only substance that gives food its `` taste '' when eaten 	1
who is stationed at camp swampy in the comic strips 	3
what store does martha stewart advertise for 	3
how many different types of skunks are there 	5
how can i trace my family roots 	0
what disease did august von wassermann develop a specific test for in 196 	1
how many times can a nickel cadmium rechargeable battery be recharged 	5
what are the chances of pregnacy if the penis does not penetrate the vagina 	5
name the largest country in south america 	4
what woman pitcher has struck out ted williams and hank aaron 	3
what 's the capital of iowa 	4
what city 's airport is named logan international 	4
what japanese electronics company was named for a coastal city northeast of tokyo 	3
what 's the fifth largest country in the world 	4
what ocean does mauritania border 	4
what do caroll baker tammy grimes debbie reynolds and judy garland all have in common 	0
what frederick forsyth novel chronicles the toppling of an african government by mercenaries 	1
name the ranger who was always after yogi bear 	3
what are the most common elements in seawater 	1
what city is kdge radio located in 	4
which magazine is `` fine entertainment for men '' 	1
how much time does the blinking of an eye take 	5
what are the odds of giving birth to twins 	5
when was the berlin wall erected 	5
what are some science fair projects for 8th graders 	1
what river flows past the temple of karnak 	4
how long does cocaine stay in your system 	5
what is a fear of night or darkness 	1
who portrayed the title character in the film the day of the jackal 	3
what was the name of randy steven craft 's lawyer 	3
what comedian hit the tv screen in 1951 with the nbc afternoon show time for 	3
who portrayed maggio in the film from here to eternity 	3
what frenchman claimed the following if god did not exist it would be necessary to 	3
what language is mostly spoken in brazil 	1
what year did apartheid start 	5
what time does wee willie winkie run through the town 	5
where is santa lucia 	4
who wrote `` the scarlet letter '' 	3
what country did the mau mau uprising take place in 	4
when was the g7 group of nations formed 	5
when is president nixon 's birthday 	5
how much did a mcdonald 's hamburger cost in 1963 	5
what actor who had greatest fame on tv became the father of triplets 	3
which country is known as `` big bear '' 	4
what was the name of robert fulton 's most famous steamboat 	1
what category does the color pink denote in the trivial pursuit baby boomer edition 	0
who would you use the heimlich maneuver on 	3
who was the first woman to run the mile in less than 4 36893 minutes 	3
what is the capital of kosovo 	4
what does the word laser mean 	2
what gaming devices were dubbed `` mississippi marbles '' and `` memphis dominoes '' 	1
what college produced the most winning super bowl quarterbacks 	3
what film ends with the line `` this is mrs norman maine '' 	1
what are cushman and wakefield known for 	0
what day of the week sees the most fatal car accidents 	5
how many calories are there in soy sauce 	5
how do windmills work 	0
what nationality is pope john paul ii 	4
what is the address for the main government office in rome italy 	4
where is ocho rios 	4
how big is the largest diamond 	5
what country is kosovo a part of 	4
how much does a new railroad coal car cost 	5
who portrayed `` rosanne rosanna dana '' on the television show `` saturday night live 	3
what is hdlc 	2
who was president of afghanistan in 1994 	3
how far away is the moon 	5
what is the starting salary for beginning lawyers 	5
what painter popularized soup cans and brillo soap pad boxes 	3
what do west indian steel bands use as instruments 	1
who invented the horoscope 	3
what 's the name of tom sawyer 's aunt with whom he lives 	3
what bottled up tv character was born in baghdad 	3
what year did hitler die 	5
what 1966 boob tube bomb took astronauts back to prehistoric times 	1
who was scrooge 's dead partner in dickens 's a christmas carol 	3
what baseball team was routinely called `` dem bums '' by its frustrated fans 	3
who holds the career record for the most major league home runs 	3
what was the name of `` the muppets '' creator 	3
what american naval officer broke japan 's isolationist policy in 1853 	3
which nba players had jersey number 0 	3
what are common methods used to regulate monopolies 	1
what tragedy befell the city of dogtown in 1899 	1
when did the use of `` the syringe '' first appear in medicinal history 	5
colin powell is best known for what achievement 	0
what hermann hesse book gave its name to a rock group 	1
where is the massive north korean nuclear complex located 	4
what are the urals 	0
who was darius 	3
what was `` america 's recessed filter cigarette '' 	1
whose cover is that of an employee of universal import and export 	3
who is imam hussain ben ali whom shia people believe in 	3
what is columbia tristar 's phone number 	5
what is the most radioactive food 	1
what is the 401 k plan 	0
what 's the international radio code word for the letter b 	1
why is the mile 528 feet 	0
how much is a canadian 1967 twenty dollar gold coin worth 	5
what fruit does the ficus produce 	1
what is the largest snake in the world 	1
what football coach 's story was told in the movie run to daylight 	3
what u s state ends with a g 	4
who asked you to do the loco motion with her in 1962 	3
what is the population of japan 	5
what was the eighth day following the nones in each month of the roman calendar 	1
what was the filling in the first golf balls 	0
who played lucas mccain on the rifleman 	3
boxing day is celebrated on what date 	5
where does barney rubble go to work after he drops fred off in the `` 	4
what french designer declared `` the jean is the destructor it is a dictator it 	3
what drink is formed of tequila orange juice and galliano 	1
what oldtime kids ' fare did tv guide writer jeff greenfield call `` one of 	1
how old was lucille ball when the show `` i love lucy '' premiered 	5
how do i stop background noise in a car stereo 	0
what are some chemical properties of mendelevium 	0
when was the big thompson flood 	5
who is luke skywalker 's father 	3
what is the belt of low pressure around the equator called 	1
what sports event is meyer wolfsheim supposed to have fixed in the great gatsby 	1
what president served for five years six months and 2 days 	3
what racehorse won an associated press poll as the greatest horse of the 20th century 	1
who invented panties 	3
what is `` flintknapping '' 	0
what astronomical phenomenon takes place in jan 1999 	1
how much will the california be in the year 2000 	5
what company is being bought by yahoo and how much is the deal worth 	3
what was the name of the orca that died of a fungal infection 	1
what is the treatment for depression 	1
what card suit originally represented the peasant class 	1
how many people are taller than 7 feet 	5
what is a transistor 	0
what is a fear of passing high objects 	1
what country 's people are the top television watchers 	4
what do economists do 	0
what is a fear of gravity 	1
what is the song stairway to heaven by led zeppelin about 	0
how can i give myself a french manicure 	0
in a computer what does scsi mean 	2
what does larry king do for a living 	3
who makes the `` cross your heart bra '' 	3
what is a stratocaster 	0
who starred with charlie chaplin in modern times and the great dictator 	3
what is drew barrymore 's middle name 	3
who awarded the flying fickle finger of fate 	3
how much does a poodle weigh 	5
aspartame is known by what other name 	1
what were babe ruth 's christian names 	3
what is the full form of com 	2
why can 't you taste anything when you have a cold 	0
what new orleans d a claimed `` my staff and i solved the assassination weeks 	3
how do anti locking brakes work 	0
what is the fastest computer 	1
what 's the middle name of movie producer joseph e levine 	3
what color flies closest to the staff on belgium 's flag 	1
name the two blob members of the animated herculoids 	3
what country was kim philby really working for 	4
what is the economic impact of unemployment on the economy 	0
what building built in 18 contains 327 miles of book shelves 	4
how long was mao 's 1930s long march 	5
what is the plural of gulf 	1
what is the recipe for eggs benedict 	1
what is the name of the medical condition in which a baby is born without 	1
what is a hydrogen bond 	0
how much money does a back injury lawsuit get 	5
where can i find information about touring the philippines 	4
what is the amish religion 	0
what is glass made of 	1
why do pressure cookers save time in the kitchen 	0
what is occam 's razor 	0
what is the historical relationship of catholic church and bingo 	0
what was the favorite sport of tom wolfe 's the pump house gang 	1
who did dita beard work for 	3
cnn began broadcasting in what year 	5
what hollywood dog died in the arms of jean harlow in 1932 	1
name the country of giants twelve times the size of man in `` gulliver 's 	4
what season does a hiemal activity normally take place in 	5
what does an average daycare provider get paid in new england 	5
what player squats an average of 3 times during a baseball doubleheader 	3
what state is mount mckinley in 	4
who owns the rights on a tv program 	3
what does nn o `` mean when used as a prefix in irish surnames 	2
what are the short and long term effects of underage drinking 	0
which is the only dick tracy villain to appear three times 	3
what constitutes an adult 	1
what vowel do all esperanto nouns end in 	1
what basketball player is credited with 23 924 rebounds 	3
what is an example of a famous rock band from the sixties 	3
how many hearts does an octopus have 	5
what country is bounded in part by the indian ocean and coral and tasman seas 	4
who delivered his last newscast on march 6 1981 	3
what is the highest peak in africa 	4
what country is home to heineken beer 	4
how do you ask questions 	0
what species is a colt 	1
on what continent is mozambique 	4
what crooner joined the andrews sisters for pistol packin mama 	3
where are the apartments in saint john new brunswick 	4
what populous state covers 49 576 square miles 	4
what pope inaugurated vatican international radio 	3
what female suspect in the game of clue is single 	3
how do doctors diagnose bone cancer 	0
who was considered to be the father of psychology 	3
how does a hydroelectric dam work 	0
what was the name of the protestant revolt against the supremacy of the pope 	1
name an art gallery in new york 	4
who was the original humpty dumpty 	3
how do clouds form 	0
what did brontosauruses eat 	1
what 's the most common non contagious disease in the world 	1
what name does the world know renaissance artist kyriakos theotokopoulos by 	3
what mystery writer penned `` the glory that was greece and the grandeur that was 	3
what is the starting salary of a radiographer 	5
what were the first bodies visited by spacecraft 	4
what are the highest paying odds on a roulette table 	5
where can i find a list of all the companies in america that offer a 	4
how many americans have hiv 	5
what is franz kafka 's short story `` a country doctor '' trying to tell 	0
what words in the english have two u 's back to back 	1
how do you write a correct critical analysis of a poem 	0
what national basketball association superstar told his story in giant steps 	3
which drug is commonly used to treat aids 	1
the olympic games in which year allowed nadia comaneci to become popular 	5
what food can i use to catch a possum 	1
where can i find a lesson plan for teaching the metric system conversion to american 	4
who was the only person convicted in the my lai massacre 	3
what does verdandi mean 	0
how many people in the usa say their number one source of information is the 	5
what soft drink would provide me with the biggest intake of caffeine 	1
who was the first holy roman emperor 	3
where can i find out the top 1 singles 	4
what bird can swim but can 't fly 	1
what is `` the computer for the rest of us '' 	0
who invented television 	3
what does the term glory hole mean 	0
what is the population of the united states 	5
who made the largest cocaine seizure in ventura county history 	3
what was hitler 's favorite movie 	1
what is the most heavily caffeinated soft drink 	1
where did the wright brothers make their first flight 	4
what seven digits follow the area code in the number for long distance information 	5
what kind of suit did true hepcats wear in 1942 	1
what ice creams contain seaweed 	1
what would happen to canada if quebec separated 	0
what are all the different kinds of contraceptives 	1
what does robin williams do 	3
how large is missouri 's population 	5
where do hyenas live 	4
what army 's motto is blood and fire 	3
what does the latin ante mortem mean 	0
how do birds have sex 	0
what is color 	0
what is the youngest age a boy or girl can have an orgasm 	5
what is the acreage of the chappellet vineyard 	5
where was george washington born 	4
what book was f scott fitzgerald working on when he died in hollywood in 194 	1
which airplane was fawaz younis convicted of hijacking 	1
what is the most number of goals scored by a single team in an nhl 	5
who were the four famous founders of united artists 	3
when did lucelly garcia a former ambassador of columbia to honduras die 	5
how do wasps make their nests 	0
how many stradivarius violins were ever made 	5
how many tenths of the earth 's surface lie under water 	5
the orange bowl is in what city 	4
what city did the flintstones live in 	4
what president hit the jogging paths to enhance his athletic image and sporting no 39 	3
who is the queen of holland 	3
where is it planned to berth the merchant ship lane victory which merchant marine veterans 	4
what war added jeep and quisling to the english language 	1
what organization did mr waverly assign agents for 	3
how would i find the price of different organs that have been donated 	0
what are tourist attractions in reims 	4
what county is chicago in 	4
what is the longest english word that can be formed using just the first row 	1
what does the number `` 5 '' stand for on fubu clothing 	2
what tv character sired a horse named thunder 	3
where is mozambique located 	4
what was the tragedy that struck the city of dogtown in 1899 	1
where is mccarren airport 	4
what are the biggest indian airports 	4
what color are the castellated walls of the kremlin 	1
in beetle bailey can you name sarge 's dog 	1
name the product that is `` at your grocer 's at your fingertips '' 	1
where is romania located 	4
how many soldiers were involved in the last panama invasion by the united states of 	5
what is the richest state in the u s 	4
what causes canker sores in the mouth 	0
what 1964 film introduced the song my kind of town 	1
what is the date of bastille day 	5
what household products are there for adult acne 	1
what is osmosis 	0
how many presidents have died on the 4th of july 	5
what is a bone marrow transplant 	0
what civil war was fought between 1936 and 1939 	1
how old is bernadette peters 	5
what fast food is prepared with a `` secret blend of 11 herbs and spices 	1
what is jane goodall known for 	0
what chocolate company gives you a one pound kiss 	3
what comedian was the perfect fool 	3
what american won the world grand prix driving championship in 1978 	3
who died with more than 1 000 u s patents to his credit 	3
what are the limits to `` self defense '' 	0
what businesses or agencies would do an employment verification 	3
what is the function of the appendix 	0
where is procter gamble based in the u s 	4
what organization 's offices were broken into at watergate in 1972 	3
how many meters are in a mile 	5
what was the price of varian associates ' vacuum products division 	5
what makes black hills south dakota a tourist attraction 	0
what country is the world 's largest importer of cognac 	4
who murdered leno and rosemary labianca on august 1 	3
the lawyer who represented randy craft what was his name 	3
what english queen had seventeen children 	3
who is langston hughes 	3
what do you say to a friend who ignores you for other friends 	0
how much did a knight 's armor weigh 	5
how many spaces follow a period at the end of a sentence 	5
what are the characters ' names in the scooby doo cartoon 	3
who was actress june havoc 's legendary sister 	3
what city boasts penn 's landing on the banks of the delaware river 	4
what actor dressed up as santa claus and had a once a year affair with 	3
what 's the most powerful country in the world 	4
what fuel do airplanes use 	1
who wrote the bestselling missionary travels and researches in south africa published in 1857 	3
what are some fun things to do in cozumel mexico for teenagers 	0
what 's the largest island in the west indies 	4
what did british companies stick 175 0 tons of tea into in 1982 	1
what does n est ce pas mean 	0
what is eagle 's syndrome styloid process 	0
what is judy garland 's date of birth 	5
what is november 's birthstone 	1
what is `` the great american family cereal '' 	1
what was the name of the peace agreement imposed on germany after world war i 	1
which of these are authors 	3
what are amaretto biscuits 	0
what species was winnie the pooh 	1
what shakespeare play opens with the line `` now is the winter of our discontent 	1
what was william f cody 's better known name 	3
what cable network bills itself as `` the family entertainer '' 	3
what 's the common name for a japanese dwarf tree 	1
where did victor hugo spend his exile 	4
what delicacy is known indelicately as pickled roe 	1
what president also became a supreme court justice 	3
what is a fear of water 	1
what soft drink held a national flavor poll in 1967 	1
how long does a fly live 	5
what sport do you shag flies in 	1
what animals can live the longest without food 	1
where is the valley of the kings 	4
what was the 24 disc john gabel entertainer the first example of in 1960 	1
how much money was the minimum wage in 1991 	5
what country is the origin of the band the creeps 	4
what 's nature 's purpose for tornadoes 	0
what is a fear of pregnancy 	1
how do you say `` i love you '' in other languages 	1
which country is australia 's largest export market 	4
in what year was de gaulle elected president of france 	5
how many boys play the game in winslow homer 's 1872 painting snap the whip 	5
who wrote the red badge of courage 	3
what does the acronym cpr mean 	2
who killed more people hitler or stalin 	3
what texas surgeon performed the first artificial heart transplant 	3
what is the name of the president of garmat u s a 	3
where does chocolate come from 	4
what is the s p 500 used for 	0
how many types of dogs ' tails are there three 	5
what fraction of a beaver 's life is spent swimming 	5
what is the weight of a teaspoon of matter in a black hole 	5
what 's the oldest capital city in the americas 	4
what organ contains the islands of langerhans 	1
what does snafu stand for 	2
what does palindromic mean 	0
what is `` the washed vodka '' 	0
what was the claim to fame of the football game that saw fordham defeat waynesburg 	0
what 19th century painter died in the marquesas islands 	3
what 's the home of the rockettes 	4
what 's the meaning of uol 	0
why do people get goosebumps when they have something emotional happen to them like when 	0
what is the purpose of bios 	0
what does bud stand for 	2
what five time winner of the kentucky derby lost his first 25 races 	1
which u s president is buried in washington d c 	3
what 's the official language of algeria 	1
how many people die from tuberculosis each year 	5
which one of the great lakes is entirely within u s territory 	4
who was the last u s president to reinstate selective service registration 	3
how do you address a chinese person 	0
what country did king gustav v reign over from 197 to 195 	4
what device provided a new way to listen to music in 1963 	1
where can i find a large list of 5 to 6 letter words 	4
who took the toys donated for the doodyville orphans ' fund and kept them for 	3
how big is a baby bald eagle 	5
what u s state is fort knox in 	4
name a flying mammal 	1
name pittsburgh 's baseball team 	3
who was camp david named for 	3
where can i get u s economic statistics 	4
what is the probability that at least 2 out of 25 people will have the 	5
what 's the symbol for the zodiacal sign gemini 	1
who was shakespeare 's moorish general 	3
where was the first restaurant 	4
what turns blue litmus paper red 	1
what is nitrox diving 	0
what celebrity couple when going through a divorce divided their toilet paper into two equal 	3
what lawyer won the largest divorce settlement 85 million in u s history for sheika 	3
when was child labor abolished 	5
where can i find information on becoming a journalist 	4
what does visine get out 	1
who was the inventor of silly putty 	3
what mediterranean island is home to the first club med 	4
what is the fear of being loved 	1
what is the hub of london 	0
in what year was the berlin wall erected 	5
what does god create in the first sentence of the bible 	1
what is measured in curies 	0
how is cologne made 	0
how is plastic made 	0
what was the name of the 187s irish terrorist group in pennsylvania mining areas 	3
what country borders the most others 	4
what is the name of the rare neurological disease with symptoms such as involuntary movements 	1
how many liberty bells have there been 	5
what is a society ruled by elders 	3
how many people in america snore 	5
what lewis carroll book introduced humpty dumpty to the world 	1
who is the pope 	3
what tale has the moral `` he who wants everything gets nothing '' 	1
how much caffeine is in a 16 oz cup of coffee 	5
what type of performer is ileana cotrubas 	1
what were the five opening words on ben casey 	1
what is the name of the michelangelo painting that shows two hands with fingers touching 	1
why is the grass green 	0
what two countries fought the hundred years ' war 	4
what are my legal rights in an automobile repossession in california 	0
what title did shevardnadze have during the soviet era 	3
what does a nihilist believe in 	0
name the operating system that runs on ibm compatible machines 	1
what characteristics contribute to its `` intelligence '' 	0
how many dollars a day did arthur frommer say you could get by on in 	5
what is the longest place name in the u s 	4
what song did patti page set people dancing to in 1950 	1
what is the best art and design school in the world 	3
what team did baseball 's st louis browns become 	3
how fast is light 	5
how many people died because of a smoking problem in 1997 	5
what revelation did alexander butterfield make to the senate watergate committee 	0
what count did alexandre dumas write about 	3
what is an annotated bibliography 	0
who is the most sexy celebrity 	3
what famous comedian recently tried without success to revive the play 	3
what u s vice president killed alexander hamilton in a duel 	3
what is the origin of the term `` buffalo wings '' that is used as 	0
when were the olympic games in which nadia comaneci became popular played 	5
who shot billy the kid 	3
what 's the name of a hotel in indianapolis 	4
ray charles is best known for playing what instrument 	1
what toy company is the world 's no 1 maker of female apparel 	3
how did the months of the year get there name 	0
name the highest mountain 	4
who owns the st louis rams 	3
what is the name of the firm that makes spumante 	3
what sign is the water carrier the zodiacal symbol for 	1
what does a spermologer collect 	1
how many home runs did lou gehrig have during his career 	5
how many chairs are shown in vincent van gogh 's 188 work the artist 's 	5
what is thalassemia 	0
how can sql queries be improved 	0
what airport is on the piccadilly subway line 	4
what russian seaport has a name meaning `` lord of the east '' 	4
what 1981 candice bergen jacqueline bisset movie was a remake of 1943 's old acquaintance 	1
what southwestern state is dubbed the silver state 	4
who created `` the muppets '' 	3
what do manatees eat 	1
what was joe namath 's first contract worth 	5
what color is the stripe along each side of a coho salmon 	1
what dog was dubbed the mortgage lifter 	1
who was whitcomb judson 	3
what is the population in india 	5
what nationality were the 123 people who died in the black hole of calcutta 	4
what 's the singular of dice 	1
how many people did randy steven craft murder 	5
what is a horologist 	0
which latin american country is the largest 	4
which mosquito 's bite draws blood dt nn cc dt nn 	1
why shouldn 't you remove a bee stinger with tweezers 	0
who killed kurt cobain 	3
when was general manuel noriega ousted as the leader of panama and turned over to 	5
what class is categorized as the bourgeoisie 	1
what makes salt 	0
why do oceans contain salt water instead of fresh water 	0
what plant has the largest seed 	1
what was the worst hurricane 	1
what does elysium mean 	0
what are john c calhoun and henry clay known as 	1
what four forms does gold occur in 	1
what is the virus hiv 	0
what golfer has been called ohio fats and blobbo 	3
what year did nylon stockings first go on sale 	5
what onetime member of ronald reagan 's cabinet called federal policy toward indians `` an 	3
what are the two largest birds on earth 	1
what does hazmat stand for 	0
how did lee harvey oswald purchase his rifle 	0
what do the french call la manche 	1
what russian master spy lived in the u s under the name emil goldfus 	3
what is hebephrenia 	0
what is software piracy 	0
where can stocks be traded on line 	4
what does the name `` sabrina '' mean 	0
what format was the major competition of vhs 	1
what is the frequency of vhf 	5
what russian city boasts the hermitage museum 	4
how was the kennedy money made 	0
how many names are there for eskimo people 	5
what are amicable numbers 	0
what color is chablis 	1
what took first prize in omni magazine 's contest to find the `` ultimate unanswerable 	1
what country has the most time zones with 11 	4
what is the recommended daily requirement for folic acid for pregnant women 	0
who were the 1974 oscar winners 	3
how many cards are dealt to each player in gin rummy 	5
where does ray bradbury 's chronicles take place 	4
what does it take to become a lawyer 	1
what is maurizio pellegrin 's age 	5
how many muscles does the average adult use when going for a walk 	5
what is smokey the bear 's middle name 	1
what is `` the bear of beers '' 	1
what kind of people took part in shays ' rebellion in massachusetts in 1787 	3
where is the taj mahal 	4
how many three letter permutations can be made from the four letters c 	5
how many bones are there in the human hand 	5
who is henry butler 	3
what 's the world 's largest cathedral 	4
what are the only two states that incorporate the confederate battle flag in their flags 	4
what is michael jackson 's father 's name 	3
how can you get rust stains out of clothing 	0
what city did the mormons establish as their headquarters in 1847 	4
what 's the hungarian word for pepper 	1
what u s state 's biggest lake is lake sam rayburn 	4
how many head injuries are there in recreational ice skating each year 	5
what country 's royal house is bourbon parma 	4
what is platinum 	0
what is another name for nearsightedness 	1
what was the education system in the 1960 's 	1
what was paul bunyan 's ox 's name 	1
what pseudonym did william sydney porter use in writing the gift of the magi 	3
how much does the president get paid 	5
what features of the african elephant are larger than those of the indian elephant 	0
which of the seven dwarfs comes first alphabetically 	3
who was the first man to return to space 	3
in what year did joe dimaggio compile his 56 game hitting streak 	5
what are the seven deadly sins 	0
how did the war of 1812 affect delaware 	0
which vietnamese terrorist is now a un delegate in doonesbury 	3
what year were the olympic games played in where nadia comaneci became popular 	5
what 's the world 's most common compound 	1
when is a woman most fertile 	5
what south african producer had a 1988 profit of 836 million 	3
what planet gave bith to superman 	4
who played the ringo kid in the 1939 film stagecoach 	3
which country did hitler rule 	4
what corporation does madonna advertise for 	3
what is the fastest fish in the world 	1
where can i find the history of the hungarian language 	4
what 's the difference between tft and dual scan display 	0
how is digital audio used 	0
name the scar faced bounty hunter of the old west 	3
what is the difference between college and graduate school 	0
how loud is thunder 	5
how big is a quart 	5
what is the chemical reactivity of neon 	5
how much did the iran contra investigation cost 	5
how much does it cost to have a tree planted by dialing 900 740 tree 	5
what is a fear of parasites 	1
how much in miles is a ten k run 	5
how many mines can still be found in the falklands after the war ended 	5
how many acres in a mile 	5
what country has the highest arson rate 	4
what world war i battle saw 6 0 troops killed in one day 	1
what 's the most abundant element in the sun 	1
what is the most expensive car in the world 	1
when was florida admitted into the union 	5
who wrote the bible 	3
where did king francis i hang the `` mona lisa '' when he owned it 	4
what isps exist in the caribbean 	3
who invented the pull tab opener on cans 	3
what countries have the most auto thefts 	4
what are the rules to `` snow golf '' 	0
who is the youngest of the beatles 	3
how many layers of yellow paint is a faber mongol pencil lucky enough to be 	5
a corgi is a kind of what 	1
what does tiffany mean 	0
what whisky is `` known by the company it keeps '' 	1
what did englishman john hawkins begin selling to new world colonists in 1562 	1
italy is the largest producer of what 	1
what type of hunting are retrievers used for 	1
